sample_alias	tax_id	scientific_name	common_name	anonymized_name	sample_title	sample_description	COUNTRY	tissue_type	Source	DNA_Designation	DNA_Accno_source	DNA_VARNAME	DNA_VARNAME_unicode	DNA_Othername	Genetic_Stock_Accno	Genetic_stock_Designation(varname)	Variety Group (Tree)
IRIS_313-11406	4530	Oryza sativa	rice	IRIS 313-11406	WGS sequence of Rice line IRIS 313-11406	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Myanmar	leaf	IRRI	A 28-6::IRGC 49409-1	IRGC 49409	A 28-6	A 28-6		IRGC 127921	A 28-6::IRGC 49409-2	Indica
IRIS_313-11407	4530	Oryza sativa	rice	IRIS 313-11407	WGS sequence of Rice line IRIS 313-11407	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	BATCHA BHOG (SCENTED)::IRGC 49440-1	IRGC 49440	BATCHA BHOG(SCENTED)	BATCHA BHOG(SCENTED)		IRGC 127989	BATCHA BHOG (SCENTED)::IRGC 49440-2	Indica
IRIS_313-11408	4530	Oryza sativa	rice	IRIS 313-11408	WGS sequence of Rice line IRIS 313-11408	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	CHITRAKALI::IRGC 49524-1	IRGC 49524	CHITRAKALI	CHITRAKALI		IRGC 128016	CHITRAKALI::IRGC 49524-2	Indica
IRIS_313-11409	4530	Oryza sativa	rice	IRIS 313-11409	WGS sequence of Rice line IRIS 313-11409	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	CUTTACK 29::IRGC 49573-1	IRGC 49573	CUTTACK 29	CUTTACK 29		IRGC 127289	CUTTACK 29::IRGC 49573-1	Indica
IRIS_313-11410	4530	Oryza sativa	rice	IRIS 313-11410	WGS sequence of Rice line IRIS 313-11410	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Myanmar	leaf	IRRI	C 28-16::IRGC 49580-1	IRGC 49580	C 28-16	C 28-16			C 28-16::IRGC 49580-1	Indica
IRIS_313-11411	4530	Oryza sativa	rice	IRIS 313-11411	WGS sequence of Rice line IRIS 313-11411	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Brazil	leaf	IRRI	DONRADAO::IRGC 49604-1	IRGC 49604	DONRADAO	DONRADAO		IRGC 127342	DONRADAO::IRGC 49604-1	Indica
IRIS_313-11413	4530	Oryza sativa	rice	IRIS 313-11413	WGS sequence of Rice line IRIS 313-11413	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."		leaf	IRRI	KALAR KAR::IRGC 49737-1	IRGC 49737	KALAR KAR	KALAR KAR			KALAR KAR::IRGC 49737-2	Aus/boro
IRIS_313-11414	4530	Oryza sativa	rice	IRIS 313-11414	WGS sequence of Rice line IRIS 313-11414	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	KARUNJEERAGA SAMBA::IRGC 49774-1	IRGC 49774	KARUNJEERAGA SAMBA	KARUNJEERAGA SAMBA		IRGC 127495	KARUNJEERAGA SAMBA::IRGC 49774-1	Indica
IRIS_313-11415	4530	Oryza sativa	rice	IRIS 313-11415	WGS sequence of Rice line IRIS 313-11415	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Nigeria	leaf	IRRI	KAUSHI::IRGC 49789-1	IRGC 49789	KAUSHI	KAUSHI				Intermediate type
IRIS_313-11416	4530	Oryza sativa	rice	IRIS 313-11416	WGS sequence of Rice line IRIS 313-11416	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	KONAMANI::IRGC 49806-1	IRGC 49806	KONAMANI	KONAMANI		IRGC 127529	KONAMANI::IRGC 49806-1	Indica
IRIS_313-11417	4530	Oryza sativa	rice	IRIS 313-11417	WGS sequence of Rice line IRIS 313-11417	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	LAWANGAI::IRGC 49850-1	IRGC 49850	LAWANGAI	LAWANGAI			LAWANGAI::IRGC 49850-2	Intermediate type
IRIS_313-11418	4530	Oryza sativa	rice	IRIS 313-11418	WGS sequence of Rice line IRIS 313-11418	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	MATALI::IRGC 49891-1	IRGC 49891	MATALI	MATALI		IRGC 128106	MATALI::IRGC 49891-2	Indica
IRIS_313-11419	4530	Oryza sativa	rice	IRIS 313-11419	WGS sequence of Rice line IRIS 313-11419	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	MUTHA SAMBA::IRGC 49924-1	IRGC 49924	MUTHA SAMBA	MUTHA SAMBA			MUTHA SAMBA::IRGC 49924-2	Indica
IRIS_313-11420	4530	Oryza sativa	rice	IRIS 313-11420	WGS sequence of Rice line IRIS 313-11420	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	PISINI::IRGC 50035-1	IRGC 50035	PISINI	PISINI		IRGC 128138	PISINI::IRGC 50035-2	Indica
IRIS_313-11421	4530	Oryza sativa	rice	IRIS 313-11421	WGS sequence of Rice line IRIS 313-11421	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	IRRI	TULASIBAS::IRGC 50192-1	IRGC 50192	TULASIBAS	TULASIBAS		IRGC 128196	TULASIBAS::IRGC 50192-2	Indica
IRIS_313-11422	4530	Oryza sativa	rice	IRIS 313-11422	WGS sequence of Rice line IRIS 313-11422	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	China	leaf	IRRI	13946 (GUANG QIU 15)::IRGC 50320-1	IRGC 50320	13946(GUANG-QIU 15)	13946(GUANG-QIU 15)		IRGC 127095	13946 (GUANG QIU 15)::IRGC 50320-1	Indica
IRIS_313-11423	4530	Oryza sativa	rice	IRIS 313-11423	WGS sequence of Rice line IRIS 313-11423	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	IRRI	C 1016-1::IRGC 50368-1	IRGC 50368	C 1016-1	C 1016-1		IRGC 127243	C 1016-1::IRGC 50368-1	Indica
IRIS_313-11424	4530	Oryza sativa	rice	IRIS 313-11424	WGS sequence of Rice line IRIS 313-11424	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	IRRI	SINAPLED::IRGC 50402-1	IRGC 50402	SINAPLED	SINAPLED		IRGC 127807	SINAPLED::IRGC 50402-1	Tropical japonica
IRIS_313-11425	4530	Oryza sativa	rice	IRIS 313-11425	WGS sequence of Rice line IRIS 313-11425	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Brazil	leaf	IRRI	BRANCO PRECOCE::IRGC 50441-1	IRGC 50441	BRANCO PRECOCE	BRANCO PRECOCE		IRGC 128003	BRANCO PRECOCE::IRGC 50441-2	Intermediate type
IRIS_313-11426	4530	Oryza sativa	rice	IRIS 313-11426	WGS sequence of Rice line IRIS 313-11426	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Brazil	leaf	IRRI	CHATAO::IRGC 50456-1	IRGC 50456	CHATAO	CHATAO		IRGC 128260	CHATAO::IRGC 50456-1	Tropical japonica
IRIS_313-11427	4530	Oryza sativa	rice	IRIS 313-11427	WGS sequence of Rice line IRIS 313-11427	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Brazil	leaf	IRRI	GEM OU BRAZIL::IRGC 50470-1	IRGC 50470	GEM OU BRAZIL	GEM OU BRAZIL		IRGC 128295	GEM OU BRAZIL::IRGC 50470-1	Tropical japonica
B001	4530	Oryza sativa	rice	B001	WGS sequence of Rice line B001	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	China	leaf	MC			??	&#40657;&#26631;	Heibiao	I1A12996		Temperate japonica
B002	4530	Oryza sativa	rice	B002	WGS sequence of Rice line B002	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	China	leaf	MC			???	&#19977;&#31319;&#38182;	Sansuijin	I1A28066		Temperate japonica
B003	4530	Oryza sativa	rice	B003	WGS sequence of Rice line B003	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	China	leaf	MC			????	&#26089;&#29983;&#30333;&#21495;	Zaoshengbai	I1A28115		Temperate japonica
B004	4530	Oryza sativa	rice	B004	WGS sequence of Rice line B004	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Japan	leaf	MC			?? ??104?	&#31179;&#20809; &#34276;&#31995;104&#21495;	Qiuguangtengxi 104 	I1A04930		Temperate japonica
B005	4530	Oryza sativa	rice	B005	WGS sequence of Rice line B005	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Japan	leaf	MC			??	&#26202;&#23454;	Wanshi	I1A41677		Temperate japonica
B006	4530	Oryza sativa	rice	B006	WGS sequence of Rice line B006	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Vietnam	leaf	MC			??	&#20234;&#31354;	Yikong	I1A27501		Indica
B007	4530	Oryza sativa	rice	B007	WGS sequence of Rice line B007	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Vietnam	leaf	MC			???	&#30000;&#26097;&#31291;	Tianhandao	I1A27517		Indica
B008	4530	Oryza sativa	rice	B008	WGS sequence of Rice line B008	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Vietnam	leaf	MC			??	&#20843;&#39321;	Baxiang 	I1A27586		Temperate japonica
B009	4530	Oryza sativa	rice	B009	WGS sequence of Rice line B009	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Vietnam	leaf	MC			????	&#36234;&#21335;&#26089;&#31291;	Vietnam Zaodao	I1A41640		Indica
B010	4530	Oryza sativa	rice	B010	WGS sequence of Rice line B010	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Malaysia	leaf	MC			???	&#39532;&#26469;&#32418;	Malaihong 	I1A46668		Indica
B011	4530	Oryza sativa	rice	B011	WGS sequence of Rice line B011	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	MC			CO 22	CO 22		I1A41692		Indica
B012	4530	Oryza sativa	rice	B012	WGS sequence of Rice line B012	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	MC			2037(Rajahamsal)	2037(Rajahamsal)		I1A27755		Indica
B013	4530	Oryza sativa	rice	B013	WGS sequence of Rice line B013	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Sri lanka	leaf	MC			????1?	&#26031;&#37324;&#20848;&#21345;1&#21495;	Sri Lanka 1 	I1A28296		Indica
B014	4530	Oryza sativa	rice	B014	WGS sequence of Rice line B014	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Soviet Union	leaf	MC			????215	&#20044;&#20857;&#32599;&#26031;215	Wuziluosi 215	I1A05065		japonica
B015	4530	Oryza sativa	rice	B015	WGS sequence of Rice line B015	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Romania	leaf	MC			???	&#21345;&#21704;&#22982;	Kahamu	I1A46860		Indica
B016	4530	Oryza sativa	rice	B016	WGS sequence of Rice line B016	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Hungary 	leaf	MC			????168	&#22885;&#31859;&#23572;&#29305;168	Aomierte 168	I1A05091		Temperate japonica
B017	4530	Oryza sativa	rice	B017	WGS sequence of Rice line B017	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Bulgaria 	leaf	MC			????	&#38463;&#23572;&#23395;&#25176;	Aerjituo	I1A05096		Temperate japonica
B018	4530	Oryza sativa	rice	B018	WGS sequence of Rice line B018	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	United States	leaf	MC			?????	&#32654;&#22269;&#40644;&#22771;&#31291;	American Huangkedao 	I1A55239		Tropical japonica
B019	4530	Oryza sativa	rice	B019	WGS sequence of Rice line B019	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Mexico	leaf	MC			???A-75	&#24067;&#38647;&#36798;A-75	Buleida A-75	I1A28381		Indica
B020	4530	Oryza sativa	rice	B020	WGS sequence of Rice line B020	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Guinea	leaf	MC			????	&#20960;&#20869;&#20122;&#31291;	Jineiyadao 	WD-12858		Intermediate type
B021	4530	Oryza sativa	rice	B021	WGS sequence of Rice line B021	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Australia 	leaf	MC			Seln 244A6-20	Seln 244A6-20		I1A27776		Indica
B023	4530	Oryza sativa	rice	B023	WGS sequence of Rice line B023	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	North Korea	leaf	MC			???	&#39640;&#20029;&#31179;	Gaoliqiu	I1A41434		Temperate japonica
B024	4530	Oryza sativa	rice	B024	WGS sequence of Rice line B024	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Thailand	leaf	MC			????	&#26297;&#32599;&#26031;&#36196;	Xianluosichi	I1A41974		Indica
B025	4530	Oryza sativa	rice	B025	WGS sequence of Rice line B025	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	MC			Djanda Mandja	Djanda Mandja		I1A42916		Tropical japonica
B026	4530	Oryza sativa	rice	B026	WGS sequence of Rice line B026	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Indonesia	leaf	MC			Padi Ladang Ase Polo Komek	Padi Ladang Ase Polo Komek		I1A42965		Indica
B027	4530	Oryza sativa	rice	B027	WGS sequence of Rice line B027	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	MC			C 894-21	C 894-21		I1A42016		Indica
B028	4530	Oryza sativa	rice	B028	WGS sequence of Rice line B028	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	Philippines	leaf	MC			IR 10179-23-1-3	IR 10179-23-1-3		I1A42280		Indica
B029	4530	Oryza sativa	rice	B029	WGS sequence of Rice line B029	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	MC			Dumai	Dumai		I1A28981		Indica
B030	4530	Oryza sativa	rice	B030	WGS sequence of Rice line B030	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	MC			Jaibattey	Jaibattey		I1A43112		Indica
B031	4530	Oryza sativa	rice	B031	WGS sequence of Rice line B031	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	MC			Ngatsin	Ngatsin		I1A46617		Indica
B032	4530	Oryza sativa	rice	B032	WGS sequence of Rice line B032	"These data have been produced as part of The 3000 Rice Genome Project, which is an international effort to resequence a core collection of >3000 rice accessions from 92 countries. With the release of the sequencing data, the project calls for the global rice community to take advantage of this data as a foundation for establishing a global, public rice genetic/genomic database and information platform for advancing rice breeding technology for future rice improvement. Please see the here http://dx.doi.org/10.5524/200001 for further details."	India	leaf	MC			Rohini	Rohini		I1A42472		Indica
